PPG,135467,104808,106741
ECG,135468,-34107,
ECG,135475,-32360,
PPG,135478,104820,106757
GSR,135479,537,
ECG,135482,-33977,
PPG,135487,104831,106781
ECG,135491,-31831,
PPG,135497,104832,106796
ECG,135499,-35894,
PPG,135506,104830,106800
ECG,135507,-32777,
ECG,135515,-35624,
PPG,135518,104822,106802
ECG,135523,-32458,
PPG,135527,104826,106774
ECG,135530,-35168,
PPG,135536,104809,106756
GSR,135537,537,
ECG,135538,-32242,
PPG,135547,104805,106755
ECG,135548,-34856,
ECG,135555,-32447,
PPG,135558,104799,106721
ECG,135563,-34952,
PPG,135567,104797,106724
ECG,135570,-32625,
PPG,135576,104782,106691
ECG,135578,-34578,
PPG,135586,104777,106681
ECG,135587,-33157,
GSR,135592,537,
ECG,135595,-34970,
PPG,135598,104792,106669
ECG,135603,-33721,
PPG,135607,104777,106677
ECG,135610,-34633,
PPG,135617,104780,106663
ECG,135618,-33616,
PPG,135626,104777,106712
ECG,135627,-32880,
ECG,135633,-33574,
PPG,135638,104792,106722
ECG,135642,-32835,
PPG,135647,104813,106739
GSR,135650,537,
ECG,135650,-34085,
PPG,135657,104808,106766
ECG,135658,-32464,
PPG,135667,104829,106798
ECG,135668,-35012,
ECG,135673,-32280,
PPG,135677,104835,106840
ECG,135683,-33751,
PPG,135687,104866,106880
ECG,135691,-31152,
PPG,135697,104874,106909
ECG,135698,-35020,
GSR,135705,537,
PPG,135707,104897,106921
ECG,135708,-32384,
ECG,135714,-35746,
PPG,135717,104898,106967
ECG,135723,-32831,
PPG,135728,104915,107008
ECG,135731,-36302,
PPG,135737,104909,107049
ECG,135738,-33406,
PPG,135747,104938,107080
ECG,135748,-36401,
ECG,135754,-32494,
PPG,135757,104946,107109
ECG,135762,-34777,
GSR,135766,537,
PPG,135768,104968,107156
ECG,135771,-32161,
PPG,135778,104972,107200
ECG,135779,-34122,
PPG,135787,104985,107227
ECG,135788,-28373,
ECG,135794,-22262,
PPG,135797,105013,107259
ECG,135801,-22553,
PPG,135806,105035,107291
ECG,135810,-28586,
PPG,135817,105031,107326
ECG,135818,-36314,
GSR,135821,537,
ECG,135826,-47134,
PPG,135829,105036,107347
ECG,135834,-49423,
PPG,135837,105059,107381
ECG,135841,-43617,
PPG,135847,105070,107398
ECG,135849,-39620,
PPG,135857,105065,107434
ECG,135858,-33754,
PPG,135867,105079,107448
ECG,135868,-34329,
ECG,135874,-31581,
PPG,135877,105090,107467
GSR,135878,537,
ECG,135881,-33916,
PPG,135887,105102,107485
ECG,135889,-30331,
PPG,135898,105112,107524
ECG,135899,-33128,
ECG,135906,-30556,
PPG,135909,105118,107549
ECG,135914,-33132,
PPG,135918,105125,107580
ECG,135922,-29954,
PPG,135927,105117,107580
ECG,135930,-32154,
GSR,135933,537,
PPG,135938,105144,107612
ECG,135939,-28492,
ECG,135946,-31766,
PPG,135949,105167,107628
ECG,135954,-28739,
PPG,135958,105160,107646
ECG,135962,-30560,
PPG,135968,105156,107667
ECG,135970,-27744,
PPG,135979,105172,107701
ECG,135980,-29449,
ECG,135986,-27168,
PPG,135989,105181,107717
GSR,135990,538,
ECG,135994,-26987,
PPG,135998,105179,107720
ECG,136002,-25326,
PPG,136008,105156,107641
ECG,136010,-24534,
PPG,136018,105113,107554
ECG,136019,-23666,
ECG,136026,-22275,
PPG,136029,105048,107377
ECG,136034,-22132,
PPG,136038,104972,107180
ECG,136041,-20024,
GSR,136046,538,
PPG,136049,104896,106971
ECG,136050,-20292,
PPG,136058,104819,106809
ECG,136059,-17861,
ECG,136066,-20408,
PPG,136069,104762,106634
ECG,136074,-18831,
PPG,136078,104683,106475
ECG,136081,-22949,
PPG,136088,104648,106348
ECG,136089,-22173,
PPG,136098,104587,106262
ECG,136099,-28232,
GSR,136104,537,
ECG,136105,-26909,
PPG,136109,104568,106168
ECG,136114,-30992,
PPG,136118,104552,106109
ECG,136121,-29564,
PPG,136128,104530,106095
ECG,136129,-34348,
PPG,136138,104519,106081
ECG,136139,-31707,
ECG,136145,-34258,
PPG,136150,104511,106047
ECG,136153,-31618,
PPG,136159,104499,106054
GSR,136161,537,
ECG,136161,-33917,
PPG,136168,104515,106057
ECG,136169,-32628,
PPG,136178,104520,106095
ECG,136179,-35032,
ECG,136185,-33325,
PPG,136188,104513,106094
ECG,136194,-33520,
PPG,136199,104521,106106
ECG,136202,-33156,
PPG,136209,104539,106142
ECG,136210,-33222,
GSR,136215,537,
PPG,136218,104555,106157
ECG,136219,-33499,
ECG,136225,-32832,
PPG,136228,104553,106153
ECG,136233,-33613,
PPG,136239,104550,106162
ECG,136242,-32222,
PPG,136249,104561,106190
ECG,136250,-34127,
ECG,136257,-32292,
PPG,136260,104582,106230
ECG,136265,-34752,
PPG,136268,104590,106234
ECG,136273,-32044,
GSR,136276,538,
PPG,136279,104636,106284
ECG,136282,-35033,
PPG,136289,104620,106336
ECG,136290,-31764,
ECG,136297,-34781,
PPG,136300,104633,106379
ECG,136305,-32016,
PPG,136308,104644,106397
ECG,136313,-35281,
PPG,136318,104680,106427
ECG,136321,-32066,
PPG,136329,104672,106453
GSR,136330,538,
ECG,136331,-35389,
ECG,136337,-32046,
PPG,136340,104664,106470
ECG,136345,-34579,
PPG,136348,104686,106457
ECG,136353,-32621,
PPG,136358,104685,106445
ECG,136360,-35021,
PPG,136369,104665,106445
ECG,136370,-33224,
ECG,136377,-34129,
PPG,136381,104663,106438
ECG,136385,-32707,
PPG,136389,104657,106410
ECG,136392,-33856,
GSR,136395,538,
PPG,136398,104663,106405
ECG,136400,-33231,
PPG,136409,104643,106390
ECG,136410,-33598,
ECG,136417,-34126,
PPG,136421,104660,106397
ECG,136425,-33889,
PPG,136429,104632,106391
ECG,136432,-34514,
PPG,136438,104645,106393
ECG,136441,-33139,
PPG,136449,104652,106411
ECG,136451,-35554,
GSR,136455,537,
ECG,136457,-33045,
PPG,136461,104665,106419
ECG,136465,-34356,
PPG,136469,104657,106444
ECG,136472,-32464,
PPG,136479,104671,106445
ECG,136481,-34854,
PPG,136488,104697,106474
ECG,136489,-32099,
ECG,136497,-34282,
PPG,136501,104712,106516
ECG,136505,-31401,
PPG,136509,104705,106556
ECG,136513,-35554,
GSR,136517,537,
PPG,136519,104712,106588
ECG,136520,-32499,
PPG,136528,104728,106613
ECG,136530,-34205,
ECG,136537,-31935,
PPG,136540,104749,106663
ECG,136545,-34546,
PPG,136549,104781,106688
ECG,136553,-31979,
PPG,136559,104772,106729
ECG,136561,-33495,
PPG,136569,104807,106774
ECG,136570,-31756,
GSR,136576,537,
ECG,136577,-33604,
PPG,136580,104813,106805
ECG,136585,-32622,
PPG,136589,104821,106840
ECG,136593,-35126,
PPG,136599,104828,106886
ECG,136600,-34878,
PPG,136609,104866,106903
ECG,136610,-33870,
ECG,136616,-34076,
PPG,136621,104878,106947
ECG,136625,-33464,
PPG,136630,104878,106984
ECG,136632,-35356,
GSR,136635,538,
PPG,136640,104875,107031
ECG,136641,-33422,
PPG,136649,104897,107055
ECG,136650,-34392,
ECG,136656,-30649,
PPG,136660,104922,107087
ECG,136665,-26859,
PPG,136670,104940,107102
ECG,136672,-19031,
PPG,136679,104937,107149
ECG,136680,-25669,
PPG,136689,104945,107170
ECG,136690,-28241,
GSR,136695,538,
ECG,136696,-40202,
PPG,136700,104972,107180
ECG,136705,-47948,
PPG,136710,104979,107223
ECG,136712,-49965,
PPG,136720,104970,107235
ECG,136721,-41501,
PPG,136729,104992,107269
ECG,136730,-38769,
ECG,136736,-32856,
PPG,136740,105001,107282
ECG,136744,-34082,
PPG,136750,105012,107305
ECG,136753,-30726,
GSR,136757,537,
PPG,136760,105023,107328
ECG,136761,-31904,
ECG,136768,-30409,
PPG,136772,105016,107353
ECG,136776,-31512,
PPG,136780,105028,107357
ECG,136784,-30992,
PPG,136791,105061,107397
ECG,136793,-31041,
PPG,136801,105041,107415
ECG,136802,-30309,
ECG,136808,-29909,
PPG,136811,105051,107447
ECG,136816,-29782,
GSR,136818,538,
PPG,136821,105065,107476
ECG,136824,-28447,
PPG,136830,105076,107489
ECG,136833,-29782,
PPG,136841,105077,107510
ECG,136842,-28187,
ECG,136848,-28895,
PPG,136851,105091,107536
ECG,136856,-24910,
PPG,136860,105112,107572
ECG,136864,-27376,
PPG,136870,105099,107550
ECG,136872,-24540,
GSR,136876,538,
PPG,136881,105091,107534
ECG,136882,-25609,
ECG,136888,-21009,
PPG,136891,105059,107428
ECG,136896,-23824,
PPG,136900,104978,107244
ECG,136904,-19818,
PPG,136910,104911,107033
ECG,136912,-20715,
PPG,136921,104823,106850
ECG,136922,-16932,
ECG,136928,-19217,
PPG,136932,104758,106658
GSR,136933,538,
ECG,136936,-16505,
PPG,136940,104695,106495
ECG,136944,-18768,
PPG,136950,104618,106331
ECG,136952,-17277,
PPG,136961,104552,106194
ECG,136962,-20679,
ECG,136968,-21736,
PPG,136972,104519,106097
ECG,136976,-24684,
PPG,136981,104482,105994
ECG,136984,-26599,
GSR,136989,538,
PPG,136991,104463,105922
ECG,136992,-28995,
PPG,137000,104442,105909
ECG,137001,-30589,
ECG,137008,-31571,
PPG,137012,104434,105876
ECG,137016,-32588,
PPG,137021,104426,105870
ECG,137023,-31214,
PPG,137030,104429,105866
ECG,137032,-33197,
PPG,137040,104419,105875
ECG,137041,-31472,
GSR,137046,538,
ECG,137048,-32977,
PPG,137052,104419,105872
ECG,137056,-30257,
PPG,137061,104423,105867
ECG,137063,-32942,
PPG,137070,104429,105902
ECG,137072,-30461,
PPG,137080,104429,105910
ECG,137082,-33599,
ECG,137089,-30857,
PPG,137092,104450,105927
ECG,137096,-34047,
PPG,137101,104433,105930
GSR,137103,538,
ECG,137104,-30642,
PPG,137111,104456,105936
ECG,137112,-33410,
PPG,137121,104446,105953
ECG,137122,-30808,
ECG,137127,-32937,
PPG,137131,104470,105979
ECG,137136,-30856,
PPG,137141,104473,106010
ECG,137144,-33389,
PPG,137151,104498,106054
ECG,137152,-30954,
ECG,137159,-32661,
PPG,137162,104515,106098
GSR,137164,538,
ECG,137167,-32011,
PPG,137170,104529,106124
ECG,137176,-32711,
PPG,137181,104564,106158
ECG,137184,-32581,
PPG,137191,104569,106198
ECG,137192,-32892,
ECG,137199,-32712,
PPG,137203,104559,106215
ECG,137207,-32041,
PPG,137211,104569,106215
ECG,137216,-33061,
PPG,137221,104582,106237
GSR,137224,538,
ECG,137225,-31711,
PPG,137231,104564,106232
ECG,137232,-32669,
ECG,137239,-31521,
PPG,137243,104564,106235
ECG,137247,-34753,
PPG,137251,104561,106216
ECG,137255,-31560,
PPG,137261,104557,106190
ECG,137264,-33777,
PPG,137271,104562,106196
ECG,137272,-31591,
ECG,137279,-34666,
PPG,137283,104531,106180
ECG,137287,-31135,
PPG,137291,104536,106184
GSR,137292,538,
ECG,137295,-33549,
PPG,137300,104553,106174
ECG,137303,-31333,
PPG,137311,104550,106189
ECG,137312,-33795,
ECG,137319,-31497,
PPG,137323,104556,106208
ECG,137327,-34432,
PPG,137331,104557,106227
ECG,137335,-31819,
PPG,137341,104570,106231
ECG,137344,-33552,
PPG,137352,104587,106259
GSR,137353,538,
ECG,137353,-32400,
ECG,137359,-33718,
PPG,137363,104594,106277
ECG,137368,-32147,
PPG,137371,104596,106318
ECG,137375,-32685,
PPG,137381,104613,106321
ECG,137383,-32346,
PPG,137392,104625,106365
ECG,137393,-32661,
ECG,137400,-32813,
PPG,137403,104651,106396
ECG,137407,-31899,
GSR,137410,538,
PPG,137412,104655,106446
ECG,137415,-32775,
PPG,137421,104674,106495
ECG,137423,-31479,
PPG,137432,104684,106511
ECG,137433,-32712,
ECG,137439,-30182,
PPG,137442,104697,106552
ECG,137447,-33162,
PPG,137451,104727,106591
ECG,137455,-30878,
PPG,137461,104725,106628
ECG,137463,-32028,
GSR,137466,539,
PPG,137473,104738,106666
ECG,137474,-29799,
ECG,137479,-34398,
PPG,137482,104770,106696
ECG,137487,-31931,
PPG,137491,104780,106745
ECG,137495,-34755,
PPG,137501,104769,106768
ECG,137503,-31952,
PPG,137511,104804,106789
ECG,137512,-34467,
ECG,137519,-32054,
PPG,137523,104820,106839
GSR,137524,538,
ECG,137527,-34142,
PPG,137532,104835,106869
ECG,137535,-32252,
PPG,137541,104834,106912
ECG,137543,-33458,
PPG,137551,104844,106931
ECG,137552,-31464,
ECG,137559,-32296,
PPG,137563,104868,106940
ECG,137567,-27862,
PPG,137572,104884,106981
ECG,137575,-19456,
GSR,137580,538,
PPG,137582,104870,107002
ECG,137583,-20204,
ECG,137590,-26418,
PPG,137594,104889,107042
ECG,137598,-34288,
PPG,137603,104905,107059
ECG,137607,-45969,
PPG,137613,104933,107090
ECG,137615,-49834,
PPG,137622,104927,107105
ECG,137623,-43012,
PPG,137631,104933,107136
ECG,137633,-39040,
ECG,137639,-32544,
PPG,137643,104944,107158
GSR,137644,538,
ECG,137647,-33290,
PPG,137653,104964,107185
ECG,137655,-30307,
PPG,137663,104967,107210
ECG,137664,-32630,
ECG,137671,-29482,
PPG,137674,104957,107216
ECG,137679,-31323,
PPG,137682,104974,107245
ECG,137687,-28262,
PPG,137693,105004,107250
ECG,137695,-30966,
GSR,137699,539,
PPG,137703,104982,107292
ECG,137704,-27881,
ECG,137711,-29242,
PPG,137714,105014,107320
ECG,137719,-26696,
PPG,137722,105006,107337
ECG,137726,-28705,
PPG,137733,105037,107366
ECG,137735,-26150,
PPG,137743,105026,107401
ECG,137744,-28348,
ECG,137750,-26473,
PPG,137754,105035,107432
GSR,137755,539,
ECG,137759,-26888,
PPG,137762,105059,107461
ECG,137766,-25356,
PPG,137773,105061,107446
ECG,137775,-24461,
PPG,137783,105059,107456
ECG,137784,-23338,
ECG,137790,-21701,
PPG,137794,105027,107396
ECG,137798,-21473,
PPG,137803,104973,107241
ECG,137806,-19447,
GSR,137811,539,
PPG,137814,104906,107044
ECG,137815,-18845,
PPG,137823,104835,106876
ECG,137824,-16219,
ECG,137830,-18354,
PPG,137834,104764,106679
ECG,137838,-15482,
PPG,137843,104674,106501
ECG,137846,-17651,
PPG,137853,104620,106322
ECG,137854,-15565,
PPG,137863,104565,106201
ECG,137864,-19811,
GSR,137867,539,
ECG,137870,-18841,
PPG,137874,104513,106077
ECG,137878,-23586,
PPG,137883,104481,106005
ECG,137886,-23476,
PPG,137893,104450,105928
ECG,137894,-28727,
PPG,137904,104421,105873
ECG,137905,-27712,
ECG,137911,-30621,
PPG,137914,104420,105844
ECG,137919,-29051,
PPG,137923,104415,105845
GSR,137926,539,
ECG,137927,-32501,
PPG,137933,104410,105841
ECG,137934,-30558,
PPG,137944,104417,105855
ECG,137945,-31714,
ECG,137951,-30412,
PPG,137954,104419,105862
ECG,137958,-31139,
PPG,137963,104421,105883
ECG,137966,-30950,
PPG,137973,104426,105888
ECG,137974,-30703,
PPG,137984,104433,105897
GSR,137985,539,
ECG,137986,-30947,
ECG,137991,-30373,
PPG,137994,104451,105919
ECG,137998,-31169,
PPG,138003,104458,105951
ECG,138006,-29441,
PPG,138013,104457,105950
ECG,138014,-30981,
PPG,138023,104469,105994
ECG,138024,-28590,
ECG,138030,-32439,
PPG,138034,104478,106015
ECG,138038,-30011,
GSR,138041,538,
PPG,138043,104496,106038
ECG,138046,-33142,
PPG,138053,104503,106072
ECG,138054,-29696,
ECG,138061,-32117,
PPG,138065,104514,106121
ECG,138070,-29147,
PPG,138074,104539,106144
ECG,138078,-31901,
PPG,138084,104562,106168
ECG,138087,-29256,
PPG,138094,104549,106212
ECG,138095,-32352,
GSR,138102,539,
ECG,138102,-29338,
PPG,138106,104575,106244
ECG,138109,-32155,
PPG,138114,104575,106229
ECG,138118,-29424,
PPG,138124,104565,106237
ECG,138126,-30859,
PPG,138134,104566,106226
ECG,138135,-29972,
ECG,138142,-32784,
PPG,138145,104554,106220
ECG,138150,-31172,
PPG,138153,104543,106190
ECG,138158,-31438,
GSR,138161,539,
PPG,138164,104581,106185
ECG,138166,-31237,
PPG,138174,104544,106167
ECG,138175,-31084,
ECG,138182,-31559,
PPG,138185,104530,106166
ECG,138190,-30480,
PPG,138193,104517,106150
ECG,138198,-31920,
PPG,138204,104556,106145
ECG,138206,-30127,
PPG,138214,104516,106149
GSR,138215,539,
ECG,138216,-32047,
ECG,138222,-29276,
PPG,138225,104527,106171
ECG,138229,-31544,
PPG,138234,104553,106189
ECG,138237,-29834,
PPG,138244,104564,106189
ECG,138246,-33006,
PPG,138254,104561,106214
ECG,138255,-30077,
ECG,138261,-32765,
PPG,138265,104574,106245
ECG,138269,-29908,
GSR,138272,539,
PPG,138274,104592,106281
ECG,138277,-32645,
PPG,138284,104592,106284
ECG,138286,-29551,
PPG,138294,104605,106315
ECG,138295,-32072,
ECG,138302,-29519,
PPG,138305,104617,106367
ECG,138310,-32509,
PPG,138314,104632,106394
ECG,138318,-30266,
PPG,138324,104649,106420
ECG,138326,-31014,
GSR,138328,539,
PPG,138334,104663,106465
ECG,138335,-29038,
ECG,138342,-30324,
PPG,138345,104678,106486
ECG,138350,-30296,
PPG,138354,104677,106526
ECG,138358,-31247,
PPG,138364,104701,106555
ECG,138365,-30486,
PPG,138375,104719,106598
ECG,138376,-29934,
ECG,138382,-30407,
PPG,138385,104729,106625
GSR,138386,539,
ECG,138390,-28625,
PPG,138394,104741,106674
ECG,138397,-30717,
PPG,138404,104751,106678
ECG,138405,-29892,
PPG,138415,104765,106731
ECG,138416,-32214,
ECG,138422,-29884,
PPG,138425,104775,106759
ECG,138429,-32802,
PPG,138434,104803,106794
ECG,138437,-30257,
GSR,138442,539,
PPG,138444,104806,106818
ECG,138445,-33106,
PPG,138455,104817,106865
ECG,138456,-29362,
ECG,138462,-32329,
PPG,138466,104822,106871
ECG,138469,-29388,
PPG,138475,104825,106901
ECG,138477,-31921,
PPG,138484,104846,106927
ECG,138485,-27521,
ECG,138492,-24383,
PPG,138497,104859,106967
ECG,138502,-15402,
PPG,138505,104872,106975
GSR,138506,539,
ECG,138509,-20937,
PPG,138515,104897,106988
ECG,138517,-25881,
PPG,138524,104857,107012
ECG,138525,-36912,
PPG,138534,104883,107047
ECG,138535,-47311,
ECG,138542,-46547,
PPG,138545,104891,107053
ECG,138550,-40447,
PPG,138555,104907,107071
ECG,138557,-35449,
GSR,138562,539,
PPG,138564,104904,107099
ECG,138565,-31388,
ECG,138573,-28997,
PPG,138576,104931,107127
ECG,138582,-29259,
PPG,138585,104926,107144
ECG,138590,-26999,
PPG,138595,104964,107153
ECG,138597,-29604,
PPG,138605,104948,107180
ECG,138606,-27696,
ECG,138613,-29532,
PPG,138616,104954,107205
GSR,138618,540,
ECG,138621,-26746,
PPG,138625,104974,107227
ECG,138630,-29024,
PPG,138635,104998,107244
ECG,138637,-25256,
PPG,138645,104988,107277
ECG,138646,-28141,
ECG,138653,-24979,
PPG,138656,104997,107306
ECG,138661,-27102,
PPG,138664,104997,107333
ECG,138669,-23604,
PPG,138675,105027,107349
GSR,138677,539,
ECG,138678,-25488,
PPG,138685,105022,107379
ECG,138686,-23000,
ECG,138693,-24742,
PPG,138696,105027,107402
ECG,138701,-21562,
PPG,138704,105037,107421
ECG,138708,-23254,
PPG,138715,105038,107372
ECG,138717,-20344,
PPG,138725,104983,107283
ECG,138726,-20464,
ECG,138733,-17884,
PPG,138737,104924,107129
GSR,138738,539,
ECG,138741,-17011,
PPG,138744,104849,106941
ECG,138748,-16094,
PPG,138755,104799,106739
ECG,138757,-15127,
PPG,138765,104722,106582
ECG,138766,-15546,
ECG,138773,-14749,
PPG,138777,104651,106407
ECG,138780,-16364,
PPG,138785,104591,106261
ECG,138789,-16655,
PPG,138796,104541,106144
GSR,138798,539,
ECG,138798,-20551,
PPG,138805,104487,106026
ECG,138806,-20245,
ECG,138813,-25051,
PPG,138817,104451,105962
ECG,138820,-23644,
PPG,138825,104434,105913
ECG,138829,-28324,
PPG,138835,104420,105875
ECG,138838,-27982,
PPG,138846,104421,105849
ECG,138847,-31367,
ECG,138853,-28453,
PPG,138856,104417,105846
GSR,138857,539,
ECG,138860,-31010,
PPG,138865,104414,105866
ECG,138869,-28428,
PPG,138875,104416,105870
ECG,138877,-31661,
PPG,138886,104446,105888
ECG,138887,-28302,
ECG,138893,-30589,
PPG,138896,104448,105926
ECG,138901,-27786,
PPG,138905,104461,105937
ECG,138909,-29844,
GSR,138913,539,
PPG,138916,104449,105992
ECG,138917,-27442,
PPG,138926,104472,105996
ECG,138927,-29574,
ECG,138933,-30421,
PPG,138936,104480,106019
ECG,138941,-30357,
PPG,138945,104503,106040
ECG,138948,-30170,
PPG,138955,104493,106068
ECG,138956,-29617,
PPG,138966,104513,106105
ECG,138967,-29886,
GSR,138972,540,
ECG,138973,-28974,
PPG,138976,104532,106133
ECG,138981,-29859,
PPG,138985,104550,106184
ECG,138988,-27692,
PPG,138995,104571,106234
ECG,138996,-29639,
PPG,139005,104592,106251
ECG,139006,-30126,
ECG,139012,-32141,
PPG,139016,104600,106282
ECG,139020,-28102,
PPG,139026,104607,106298
GSR,139028,540,
ECG,139028,-32124,
PPG,139035,104622,106313
ECG,139036,-28709,
PPG,139045,104604,106314
ECG,139046,-31214,
ECG,139053,-28334,
PPG,139056,104613,106300
ECG,139061,-30859,
PPG,139066,104594,106278
ECG,139069,-28647,
PPG,139076,104602,106266
ECG,139077,-31209,
GSR,139084,540,
ECG,139084,-28289,
PPG,139088,104565,106242
ECG,139092,-31727,
PPG,139096,104563,106233
ECG,139101,-30410,
PPG,139106,104560,106193
ECG,139109,-31274,
PPG,139116,104573,106213
ECG,139117,-29897,
ECG,139124,-30654,
PPG,139127,104560,106217
ECG,139132,-30156,
PPG,139136,104548,106216
ECG,139141,-30191,
GSR,139144,540,
PPG,139146,104562,106215
ECG,139149,-29806,
PPG,139156,104572,106210
ECG,139157,-29781,
ECG,139164,-31067,
PPG,139167,104568,106240
ECG,139172,-29891,
PPG,139175,104590,106275
ECG,139181,-31279,
PPG,139186,104590,106281
ECG,139188,-28068,
PPG,139196,104619,106324
GSR,139197,540,
ECG,139198,-31967,
ECG,139204,-30136,
PPG,139208,104621,106346
ECG,139212,-31620,
PPG,139216,104617,106393
ECG,139219,-28359,
PPG,139226,104639,106391
ECG,139228,-31001,
PPG,139236,104658,106451
ECG,139237,-28484,
ECG,139244,-31179,
PPG,139248,104671,106487
ECG,139252,-29246,
PPG,139256,104676,106520
GSR,139259,540,
ECG,139259,-32217,
PPG,139267,104695,106567
ECG,139268,-29514,
PPG,139276,104704,106587
ECG,139277,-32294,
ECG,139284,-29389,
PPG,139288,104723,106617
ECG,139292,-31215,
PPG,139296,104740,106655
ECG,139300,-28700,
PPG,139307,104749,106677
ECG,139309,-30293,
GSR,139314,540,
PPG,139316,104769,106729
ECG,139317,-29310,
ECG,139324,-29673,
PPG,139327,104779,106733
ECG,139332,-28729,
PPG,139336,104803,106790
ECG,139340,-28906,
PPG,139346,104795,106830
ECG,139348,-30566,
PPG,139357,104821,106842
ECG,139358,-30006,
ECG,139364,-30906,
PPG,139367,104839,106873
ECG,139372,-29281,
GSR,139375,540,
PPG,139377,104844,106910
ECG,139380,-29797,
PPG,139386,104846,106958
ECG,139388,-26674,
PPG,139397,104849,106974
ECG,139398,-29358,
ECG,139404,-28452,
PPG,139407,104890,106981
ECG,139412,-32068,
PPG,139416,104890,107011
ECG,139419,-29044,
PPG,139426,104881,107040
ECG,139427,-31539,
GSR,139432,540,
ECG,139436,-28971,
PPG,139439,104898,107075
ECG,139444,-32487,
PPG,139447,104915,107085
ECG,139452,-29797,
PPG,139457,104940,107103
ECG,139459,-32627,
PPG,139466,104926,107134
ECG,139467,-28704,
PPG,139476,104953,107153
ECG,139478,-30407,
ECG,139484,-26415,
PPG,139488,104950,107173
ECG,139492,-21399,
GSR,139494,540,
PPG,139497,104967,107185
ECG,139499,-15167,
PPG,139507,104969,107236
ECG,139508,-21789,
PPG,139516,104978,107251
ECG,139517,-27531,
ECG,139524,-38251,
PPG,139528,104984,107261
ECG,139532,-47137,
PPG,139537,104995,107278
ECG,139540,-42992,
PPG,139547,105010,107314
ECG,139548,-38255,
GSR,139550,540,
ECG,139555,-32645,
PPG,139559,105022,107327
ECG,139564,-30549,
PPG,139568,105014,107352
ECG,139572,-27678,
PPG,139578,105040,107371
ECG,139580,-30017,
PPG,139587,105033,107399
ECG,139588,-27588,
ECG,139595,-29787,
PPG,139598,105047,107424
ECG,139603,-26542,
GSR,139607,540,
PPG,139609,105071,107455
ECG,139612,-28194,
PPG,139618,105074,107472
ECG,139620,-25140,
PPG,139628,105076,107483
ECG,139629,-28566,
ECG,139635,-24714,
PPG,139638,105088,107531
ECG,139643,-27093,
PPG,139648,105102,107561
ECG,139652,-24237,
PPG,139657,105111,107561
ECG,139659,-26521,
GSR,139662,540,
PPG,139668,105135,107630
ECG,139669,-23159,
ECG,139675,-24989,
PPG,139678,105147,107645
ECG,139683,-22576,
PPG,139687,105139,107674
ECG,139692,-23897,
PPG,139698,105159,107680
ECG,139699,-21143,
PPG,139708,105141,107670
ECG,139709,-21534,
ECG,139715,-19340,
PPG,139719,105122,107584
GSR,139720,540,
ECG,139723,-18438,
PPG,139727,105052,107437
ECG,139731,-17816,
PPG,139738,104955,107174
ECG,139739,-16249,
PPG,139748,104874,106979
ECG,139749,-15876,
ECG,139755,-14276,
PPG,139759,104794,106780
ECG,139763,-15119,
PPG,139768,104731,106609
ECG,139771,-13383,
GSR,139776,540,
PPG,139778,104653,106418
ECG,139779,-16292,
PPG,139788,104603,106303
ECG,139789,-15884,
ECG,139795,-20663,
PPG,139799,104549,106176
ECG,139803,-20014,
PPG,139808,104510,106084
ECG,139811,-25185,
PPG,139819,104496,106024
ECG,139820,-24198,
PPG,139828,104471,105985
ECG,139829,-28854,
GSR,139831,540,
ECG,139836,-26617,
PPG,139839,104463,105959
ECG,139843,-29520,
PPG,139848,104477,105961
ECG,139851,-27241,
PPG,139858,104452,105946
ECG,139859,-30296,
ECG,139867,-28023,
PPG,139870,104460,105979
ECG,139875,-30166,
PPG,139878,104472,105982
ECG,139883,-28021,
GSR,139886,540,
PPG,139888,104503,106004
ECG,139891,-29307,
PPG,139898,104485,106029
ECG,139899,-28504,
ECG,139907,-30065,
PPG,139910,104478,106049
ECG,139915,-28785,
PPG,139919,104506,106054
ECG,139923,-28852,
PPG,139928,104542,106094
ECG,139931,-29135,
PPG,139938,104523,106112
ECG,139939,-28599,
GSR,139942,540,
ECG,139947,-29505,
PPG,139951,104526,106130
ECG,139955,-28152,
PPG,139959,104541,106165
ECG,139963,-29292,
PPG,139968,104566,106171
ECG,139970,-26804,
PPG,139978,104560,106222
ECG,139979,-29409,
ECG,139986,-28128,
PPG,139991,104583,106269
ECG,139995,-31796,
PPG,139999,104603,106299
ECG,140003,-28567,
GSR,140005,541,
PPG,140008,104635,106336
ECG,140010,-30292,
PPG,140018,104624,106367
ECG,140019,-27982,
ECG,140026,-31448,
PPG,140030,104631,106374
ECG,140035,-28400,
PPG,140039,104625,106374
ECG,140043,-30746,
PPG,140049,104643,106371
ECG,140051,-28170,
PPG,140059,104622,106353
ECG,140060,-30334,
GSR,140065,540,
ECG,140066,-27875,
PPG,140070,104607,106347
ECG,140075,-29964,
PPG,140079,104611,106326
ECG,140083,-28071,
PPG,140089,104622,106308
ECG,140091,-29960,
PPG,140099,104596,106285
ECG,140100,-29629,
ECG,140107,-30414,
PPG,140110,104589,106287
ECG,140114,-29988,
PPG,140119,104573,106264
GSR,140121,541,
ECG,140123,-29781,
PPG,140129,104601,106267
ECG,140131,-30059,
PPG,140139,104578,106272
ECG,140140,-29568,
ECG,140146,-30309,
PPG,140149,104575,106280
ECG,140154,-28404,
PPG,140158,104592,106291
ECG,140163,-30501,
PPG,140169,104602,106333
ECG,140171,-28299,
